날짜,노원구,은평구,서대문구,서초구,강남구,송파구
2025-08-04,97.732987114252,98.070254996977,94.802556676022,94.250941691697,93.663405870047,89.396993909982
2025-08-11,97.776983251771,98.096963318859,94.914215993122,94.495000176375,93.784466802332,89.805385950575
2025-08-18,97.841205522114,98.125128082055,94.980122068372,94.707232933833,93.991102951644,89.996769662546
2025-08-25,97.953653740902,98.137370621224,95.020052440855,94.856572863844,94.168107570957,90.245542910306
2025-09-01,98.025020779754,98.183666435848,95.105594401304,95.014917498359,94.564180431616,90.454101246688
2025-09-08,98.125664266703,98.252090578072,95.178924521771,95.130369613968,94.715757738036,90.75444604289
2025-09-15,98.197536344983,98.260451973566,95.427170929176,95.235350064442,94.875275790279,91.245145398144
2025-09-22,98.339453954169,98.316355550697,95.636656413955,95.445809475086,95.184154756033,92.102847798653
2025-09-29,98.4009804705,98.357204621896,95.949513451487,95.557283285663,95.541022746961,92.902999103752
2025-10-13,98.528310552696,98.537737156178,96.580019695683,95.915751171321,96.249628142579,93.687726776138
2025-10-20,98.763972480724,98.742412751875,97.132426566243,96.233680119273,96.723639301672,94.424326829868
2025-10-27,98.999887633276,98.911551013211,97.626550590132,96.627018549457,97.112618027342,94.866886235926
2025-11-03,99.117452893811,98.971486821097,97.930247158507,96.871275483407,97.347697717215,95.484676780666
2025-11-10,99.147875008697,99.015376275204,98.199487051479,97.090185036866,97.647107874732,96.254479077192
2025-11-17,99.210777810508,99.118155688922,98.379917503184,97.515766308278,97.982075471616,96.793152482287
2025-11-24,99.276847254541,99.18651069402,98.485740987434,98.032604432158,98.337461464615,97.717524926001
2025-12-01,99.307953909684,99.334586900253,98.582652113971,98.488546095433,98.710711040792,98.15634481747
2025-12-08,99.381743744503,99.366726843402,98.714807057103,98.826077408452,98.90906894976,98.47520006248
2025-12-15,99.438397087794,99.484343729659,98.937625935001,99.073939174083,99.021077058901,98.808064122109
2025-12-22,99.499601846285,99.636546906605,99.326314742041,99.45373595247,99.288367495692,99.045374720965
2025-12-29,99.598201610288,99.774831040638,99.592455708182,99.673671775496,99.488734558909,99.514077133247
2026-01-05,99.781886292099,99.875455445331,99.771462478751,99.752458142339,99.689324241431,99.702026875358
2026-01-12,100.0,100.0,100.0,100.0,100.0,100.0
2026-01-19,100.520450096706,100.229394471539,100.773304868425,100.374086603062,100.211676638554,100.448316353229
2026-01-26,100.770132764438,100.399302387297,101.509649194033,100.543248362913,100.290809406149,100.787082080121
2026-02-02,101.026629893092,100.607305337016,102.013557295525,100.65671806393,100.48865178994,101.098750966578
2026-02-09,101.318927941591,100.920070915602,102.451464235105,100.926695343593,100.580513809054,101.383384966422
2026-02-23,101.733400580087,101.330454151196,102.833699627906,101.067080127196,100.681021503342,101.637854462878
2026-03-02,102.166586059781,101.649617855606,103.489846355142,101.207309939996,100.634647646277,101.778388306454
2026-03-09,102.634230767984,101.84369431396,104.039435917812,101.25777580284,100.581340826123,101.847676857083
2026-03-16,103.245814499025,102.197277248379,104.510032022716,101.346554761208,100.415420682163,102.03244474345
2026-03-23,103.577565479866,102.381096317645,104.939504618966,101.412187745599,100.274319372283,102.211049236989
2026-03-30,103.778714538231,102.579887149404,105.302213713058,101.505130942085,100.186033808055,102.516378405106
2026-04-06,103.987387386704,102.732276388927,105.958017192779,101.51571980746,100.140640266167,102.704994452724
2026-04-13,104.206073313268,103.081599116975,106.05613843143,101.555317773391,100.126346931312,102.754314635286
2026-04-20,104.4475315418,103.1804012382,106.3801085968,101.5476402843,100.0435825153,102.845521395
2026-04-27,104.6751111746,103.3119845908,106.7952449286,101.5527249101,99.8788164339,102.9342564762
2026-05-04,105.000426318,103.4797123765,106.9914756215,101.6134650633,99.7235276877,103.0077104063
